,created_at,favorite_count,location,retweet_count,text
32,Sun Mar 18 22:36:18 +0000 2018,0,No Location,0,AR firm Avegant cuts half its workforce and picks new CEO https://t.co/26z8bJHCxZ #augmentedreality #mixedreality #lightfield #wearables
33,Sun Mar 18 22:34:51 +0000 2018,0,No Location,0,"#Hololens used in production of #ReadyPlayerOne 
#AugmentedReality #AR 
 https://t.co/IN1ZDr6IYF"
34,Sun Mar 18 22:34:38 +0000 2018,0,No Location,153,"RT @frankcausa: ??TOP TEN DISRUPTIVE TECHNOLOGY TRENDS ??

#IOT #IIoT #cryptocurrency #bitcoin #blockchain #AI #artificalintelligence #mach…"
35,Sun Mar 18 22:32:31 +0000 2018,0,No Location,1,RT @VLAB: VLAB's Future of Storytelling event on 3/20 to learn how @eyecandylab is reinventing how people watch TV. Their uber cool https:/…
36,Sun Mar 18 22:23:00 +0000 2018,0,No Location,1,RT @arlenenewbigg: #Google Ventures is investing in a #startup that lets lots of people use augmented reality together - My San Antonio #Au…
37,Sun Mar 18 22:22:49 +0000 2018,0,No Location,10,RT @MikeSchiemer: How To Utilize VR Marketing https://t.co/rA3XsnMZ4G / #VR #AR #VirtualReality #AugmentedReality #Digital #Marketing #Digi…
38,Sun Mar 18 22:22:47 +0000 2018,0,No Location,1,RT @bswavely: Texas surgeons perform first sinus surgery using #AR https://t.co/j15JjEdUXm via @MobiHealthNews #DigitalHealth #AugmentedRea…
39,Sun Mar 18 22:21:49 +0000 2018,0,No Location,1,#Google Ventures is investing in a #startup that lets lots of people use augmented reality together - My San Antoni… https://t.co/RWTZamp4KH
40,Sun Mar 18 22:20:08 +0000 2018,0,No Location,1,"RT @9cnewsuae: #LIKE  6  PLZ RT IT :)    2 / 2

What Is #AugmentedReality ?

https://t.co/PbPqAf7lqX
#DigitalMarketing    #ContentMarketing…"
41,Sun Mar 18 22:20:02 +0000 2018,0,No Location,1,"RT @9cnewsuae: #LIKE  6  PLZ RT IT :)    1 / 2

What Is #AugmentedReality ?

https://t.co/PbPqAf7lqX
#DigitalMarketing   #ContentMarketing…"
42,Sun Mar 18 22:19:50 +0000 2018,0,No Location,10,RT @MikeSchiemer: How To Utilize VR Marketing https://t.co/rA3XsnMZ4G / #VR #AR #VirtualReality #AugmentedReality #Digital #Marketing #Digi…
43,Sun Mar 18 22:14:58 +0000 2018,0,No Location,3,RT @quivervision: Have you tried out Quiver Masks yet? https://t.co/qozu0T8Ek3 Make you own colored #augmentedreality mask. Be sure to shar…
44,Sun Mar 18 22:14:11 +0000 2018,0,No Location,1,"More fun with @GoogleExpeditions AR, in @Adams12 and @AD12EdTech We had 100% engagement and Kids learned a lot! Tha… https://t.co/5ldDO7R0nc"
45,Sun Mar 18 22:14:00 +0000 2018,0,No Location,1,RT @lupasabe: Vivid is the world's most powerful #cryptocurrency portfolio platform. View your holdings in #AugmentedReality or use advance…
46,Sun Mar 18 22:09:44 +0000 2018,0,No Location,0,Augmented Reality++ Daily Buzz is out! https://t.co/3dHP6ekIzX via @stewartpeter_86 @iamjoymoy @donniewright_90 #ar #augmentedreality
47,Sun Mar 18 22:07:24 +0000 2018,0,No Location,0,Vivid is the world's most powerful #cryptocurrency portfolio platform. View your holdings in #AugmentedReality or u… https://t.co/4WdM7zWCkN
48,Sun Mar 18 22:05:18 +0000 2018,0,No Location,17,"RT @apprealvr: Here's How To Supercharge Your Event with Awe-inspiring Augmented Reality.
https://t.co/phxPp0ZN9L

#AR #AugmentedReality #T…"
49,Sun Mar 18 22:03:38 +0000 2018,0,No Location,0,"#Iphone5VirtualRealityApps, #AugmentedReality Life through Lens: inside Google's plan to re-skin reality… https://t.co/HdvGmZ7agS"
50,Sun Mar 18 22:03:26 +0000 2018,0,No Location,978,"RT @TheMossland: Paint your world with the brightest colors together with #Mossland!
#ownyourlandmark #augmentedreality
https://t.co/k44h0J…"
51,Sun Mar 18 21:56:12 +0000 2018,0,No Location,0,"#Top10AugmentedRealityCompanies, #AugmentedReality Exclusive: Snap to Release New Spectacles This Year… https://t.co/J3VklPK4pl"
52,Sun Mar 18 21:55:22 +0000 2018,0,No Location,17,"RT @ipfconline1: Divergent Realities: #AugmentedReality Vs. #VirtualReality [Infographic]

https://t.co/GqellBpqlB     [v/ @LumusVision, @n…"
53,Sun Mar 18 21:54:56 +0000 2018,0,No Location,1,Vivid is the world's most powerful #cryptocurrency portfolio platform. View your holdings in #AugmentedReality or u… https://t.co/DAmTJYGsWF
54,Sun Mar 18 21:51:48 +0000 2018,0,No Location,77,"RT @arconaico: One month before the Arcona's ICO!? ? 

? Let the countdown begin! ? 

Join our Whitelist: https://t.co/ewSPTwi3rD
________…"
55,Sun Mar 18 21:51:43 +0000 2018,0,No Location,77,"RT @arconaico: Arcona's Whitelist is live now!

1? Join our Whitelist ?? ?? ?? https://t.co/ewSPTwi3rD … 
2? On April 14 you will be able t…"
56,Sun Mar 18 21:50:54 +0000 2018,0,No Location,0,"RT @wikitude 

""Explain the value, show the ROI, have a mind-blowing demo,...
Here are our top tips to pitch augmen… https://t.co/Qk9IAVFD2R"
57,Sun Mar 18 21:49:54 +0000 2018,0,No Location,5,"RT @Binarybubbles: @Binarybubbles is proud to announce that our CEO, Lisa Wong will be speaking at @ARealityEvent . Join us for her fantast…"
58,Sun Mar 18 21:49:50 +0000 2018,0,No Location,3,RT @quivervision: Have you tried out Quiver Masks yet? https://t.co/qozu0T8Ek3 Make you own colored #augmentedreality mask. Be sure to shar…
59,Sun Mar 18 21:49:39 +0000 2018,0,No Location,25,RT @SOLELINKS: ? very dope box for sure @adidasoriginals #DEERUPT #giftedbyadidas #AugmentedReality https://t.co/P4bH88kgia
60,Sun Mar 18 21:49:11 +0000 2018,0,No Location,7,"RT @MHiesboeck: Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1 @TheMisterFavor @Fisher85…"
61,Sun Mar 18 21:48:20 +0000 2018,0,No Location,157,RT @evankirstel: Freaky! #AR #AugmentedReality https://t.co/bwH1SsfFcx
62,Sun Mar 18 21:45:08 +0000 2018,0,No Location,0,Merijn te Booij looks at 4 trends impacting how companies will engage with #customers via the #contactcenter in 201… https://t.co/foV1YZskkJ
63,Sun Mar 18 21:43:32 +0000 2018,0,No Location,4,RT @paoloigna1: e' stata una grande opportunità @Cefriel ha aperto   le porte del suo Experience Center per la #MilanoDigitalWeek! Casi rea…
64,Sun Mar 18 21:43:24 +0000 2018,0,No Location,7,"RT @MHiesboeck: Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1 @TheMisterFavor @Fisher85…"
65,Sun Mar 18 21:41:25 +0000 2018,0,No Location,5,"RT @Binarybubbles: @Binarybubbles is proud to announce that our CEO, Lisa Wong will be speaking at @ARealityEvent . Join us for her fantast…"
66,Sun Mar 18 21:36:17 +0000 2018,0,No Location,7,"RT @MHiesboeck: Social media is embracing #AR

#VR #MR #AugmentedReality #MixedReality

@evankirstel @ipfconline1 @TheMisterFavor @Fisher85…"
